movie_id,tmdb_title,genre_ids,genres,genre_count,status,dataset_title
10878,Saving Silverman,"[35, 80, 10749]","[""Comedy"", ""Crime"", ""Romance""]",3,success,Saving Silverman
10881,Avalon,"[28, 878]","[""Action"", ""Science Fiction""]",2,success,Avalon
10882,Sleeping Beauty,"[14, 16, 10749, 10751]","[""Fantasy"", ""Animation"", ""Romance"", ""Family""]",4,success,Sleeping Beauty
10885,Shutter,"[27, 9648, 53]","[""Horror"", ""Mystery"", ""Thriller""]",3,success,Shutter
10886,The Unknown Woman,"[53, 18, 9648]","[""Thriller"", ""Drama"", ""Mystery""]",3,success,The Unknown Woman
10890,Stripes,"[28, 35]","[""Action"", ""Comedy""]",2,success,Stripes
10891,Tremors 4: The Legend Begins,"[35, 27, 878, 37]","[""Comedy"", ""Horror"", ""Science Fiction"", ""Western""]",4,success,Tremors 4: The Legend Begins
10894,May,"[18, 27, 35]","[""Drama"", ""Horror"", ""Comedy""]",3,success,May
10895,Pinocchio,"[16, 10751, 14]","[""Animation"", ""Family"", ""Fantasy""]",3,success,Pinocchio
10897,The Little Rascals,"[10749, 35, 10751]","[""Romance"", ""Comedy"", ""Family""]",3,success,The Little Rascals
10898,The Little Mermaid II: Return to the Sea,"[16, 12, 10751, 35]","[""Animation"", ""Adventure"", ""Family"", ""Comedy""]",4,success,The Little Mermaid II: Return to the Sea
10900,Surveillance,"[27, 53, 9648]","[""Horror"", ""Thriller"", ""Mystery""]",3,success,Surveillance
10905,The Man with One Red Shoe,"[28, 35]","[""Action"", ""Comedy""]",2,success,The Man with One Red Shoe
10907,The Adventures of Robin Hood,"[12, 10749]","[""Adventure"", ""Romance""]",2,success,The Adventures of Robin Hood
10908,Inferno,"[28, 18, 10749]","[""Action"", ""Drama"", ""Romance""]",3,success,Inferno
10909,Kalifornia,"[53, 80]","[""Thriller"", ""Crime""]",2,success,Kalifornia
10911,The Guns of Navarone,"[28, 12, 18, 10752]","[""Action"", ""Adventure"", ""Drama"", ""War""]",4,success,The Guns of Navarone
10922,The Human Stain,"[18, 10749]","[""Drama"", ""Romance""]",2,success,The Human Stain
10923,Agent Cody Banks,"[28, 12, 35, 10751]","[""Action"", ""Adventure"", ""Comedy"", ""Family""]",4,success,Agent Cody Banks
10925,The Return of the Living Dead,"[35, 27, 878]","[""Comedy"", ""Horror"", ""Science Fiction""]",3,success,The Return of the Living Dead
10929,Willard,"[27, 18, 53]","[""Horror"", ""Drama"", ""Thriller""]",3,success,Willard
10934,Under the Tuscan Sun,"[10749, 35]","[""Romance"", ""Comedy""]",2,success,Under the Tuscan Sun
10935,Heaven's Gate,"[18, 37, 36]","[""Drama"", ""Western"", ""History""]",3,success,Heaven's Gate
10937,Barfly,"[35, 18, 10749]","[""Comedy"", ""Drama"", ""Romance""]",3,success,Barfly
10938,Beautiful Thing,"[35, 18, 10749]","[""Comedy"", ""Drama"", ""Romance""]",3,success,Beautiful Thing
10939,The Return of the Tall Blond Man with One Black Shoe,[35],"[""Comedy""]",1,success,The Return of the Tall Blond Man with One Black Shoe
10945,Jumpin' Jack Flash,"[10749, 35, 53]","[""Romance"", ""Comedy"", ""Thriller""]",3,success,Jumpin' Jack Flash
10947,High School Musical,"[35, 10751, 10770, 10402, 10749]","[""Comedy"", ""Family"", ""TV Movie"", ""Music"", ""Romance""]",5,success,High School Musical
10948,The Fox and the Hound,"[12, 16, 18, 10751]","[""Adventure"", ""Animation"", ""Drama"", ""Family""]",4,success,The Fox and the Hound
10950,I Am Sam,[18],"[""Drama""]",1,success,I Am Sam
10951,Gorgeous,"[12, 28, 35, 10749]","[""Adventure"", ""Action"", ""Comedy"", ""Romance""]",4,success,Gorgeous
10952,New Jack City,"[53, 80, 18]","[""Thriller"", ""Crime"", ""Drama""]",3,success,New Jack City
10955,Ripley's Game,"[80, 53]","[""Crime"", ""Thriller""]",2,success,Ripley's Game
10956,Joe Dirt,"[12, 35]","[""Adventure"", ""Comedy""]",2,success,Joe Dirt
10957,The Black Cauldron,"[16, 12, 10751, 14]","[""Animation"", ""Adventure"", ""Family"", ""Fantasy""]",4,success,The Black Cauldron
10961,Behind the Mask: The Rise of Leslie Vernon,"[35, 27, 53]","[""Comedy"", ""Horror"", ""Thriller""]",3,success,Behind the Mask: The Rise of Leslie Vernon
10970,Silent Movie,[35],"[""Comedy""]",1,success,Silent Movie
10972,Session 9,"[27, 9648, 18]","[""Horror"", ""Mystery"", ""Drama""]",3,success,Session 9
10973,Creature from the Black Lagoon,"[12, 27, 878]","[""Adventure"", ""Horror"", ""Science Fiction""]",3,success,Creature from the Black Lagoon
10974,Armour of God,"[12, 28, 35]","[""Adventure"", ""Action"", ""Comedy""]",3,success,Armour of God
10975,Operation Condor,"[28, 12, 80, 53]","[""Action"", ""Adventure"", ""Crime"", ""Thriller""]",4,success,Operation Condor
10982,Hoodwinked!,"[16, 35, 80, 10751, 9648]","[""Animation"", ""Comedy"", ""Crime"", ""Family"", ""Mystery""]",5,success,Hoodwinked!
10984,Valentine,"[27, 53]","[""Horror"", ""Thriller""]",2,success,Valentine
10985,The New Guy,[35],"[""Comedy""]",1,success,The New Guy
10986,The Taming of the Scoundrel,[35],"[""Comedy""]",1,success,The Taming of the Scoundrel
10990,Mulholland Falls,"[18, 9648, 53, 80]","[""Drama"", ""Mystery"", ""Thriller"", ""Crime""]",4,success,Mulholland Falls
10991,Pokémon 3: The Movie,"[12, 14, 16, 28, 10751]","[""Adventure"", ""Fantasy"", ""Animation"", ""Action"", ""Family""]",5,success,Pokémon 3: The Movie
10994,White Oleander,[18],"[""Drama""]",1,success,White Oleander
10995,The Lover,"[18, 10749]","[""Drama"", ""Romance""]",2,success,The Lover
10996,Stuart Little 2,"[10751, 12, 35]","[""Family"", ""Adventure"", ""Comedy""]",3,success,Stuart Little 2
10997,Farewell My Concubine,[18],"[""Drama""]",1,success,Farewell My Concubine
10998,Fatal Attraction,"[53, 18, 10749]","[""Thriller"", ""Drama"", ""Romance""]",3,success,Fatal Attraction
10999,Commando,"[28, 12, 53]","[""Action"", ""Adventure"", ""Thriller""]",3,success,Commando
11000,The Birdcage,"[35, 10749]","[""Comedy"", ""Romance""]",2,success,The Birdcage
11001,Blue Streak,"[28, 35, 80]","[""Action"", ""Comedy"", ""Crime""]",3,success,Blue Streak
11002,"Greystoke: The Legend of Tarzan, Lord of the Apes","[12, 18, 28, 10749]","[""Adventure"", ""Drama"", ""Action"", ""Romance""]",4,success,"Greystoke: The Legend of Tarzan, Lord of the Apes"
11003,The Wedding Singer,"[10749, 35]","[""Romance"", ""Comedy""]",2,success,The Wedding Singer
11004,Wonder Boys,"[35, 18]","[""Comedy"", ""Drama""]",2,success,Wonder Boys
11005,Awakenings,[18],"[""Drama""]",1,success,Awakenings
11006,Smokey and the Bandit,"[28, 12, 35]","[""Action"", ""Adventure"", ""Comedy""]",3,success,Smokey and the Bandit
11007,Cheaper by the Dozen,"[35, 10751, 18]","[""Comedy"", ""Family"", ""Drama""]",3,success,Cheaper by the Dozen
11008,Major Payne,"[12, 35, 10751]","[""Adventure"", ""Comedy"", ""Family""]",3,success,Major Payne
11009,Saturday Night Fever,[18],"[""Drama""]",1,success,Saturday Night Fever
11010,The Postman,"[35, 18, 10749]","[""Comedy"", ""Drama"", ""Romance""]",3,success,The Postman
11011,Ri¢hie Ri¢h,"[35, 10751]","[""Comedy"", ""Family""]",2,success,Ri¢hie Ri¢h
11012,Damage,"[18, 10749]","[""Drama"", ""Romance""]",2,success,Damage
11013,Secretary,"[10749, 18, 35]","[""Romance"", ""Drama"", ""Comedy""]",3,success,Secretary
11015,The Relic,"[27, 9648, 53, 878]","[""Horror"", ""Mystery"", ""Thriller"", ""Science Fiction""]",4,success,The Relic
11016,Key Largo,"[80, 53]","[""Crime"", ""Thriller""]",2,success,Key Largo
11017,Billy Madison,[35],"[""Comedy""]",1,success,Billy Madison
11018,Year of the Dragon,"[28, 80, 53]","[""Action"", ""Crime"", ""Thriller""]",3,success,Year of the Dragon
11020,Picnic at Hanging Rock,"[18, 9648]","[""Drama"", ""Mystery""]",2,success,Picnic at Hanging Rock
11022,Narc,"[80, 18, 9648, 53]","[""Crime"", ""Drama"", ""Mystery"", ""Thriller""]",4,success,Narc
11023,Thirteen,[18],"[""Drama""]",1,success,Thirteen
11024,Scooby-Doo 2: Monsters Unleashed,"[9648, 12, 35]","[""Mystery"", ""Adventure"", ""Comedy""]",3,success,Scooby-Doo 2: Monsters Unleashed
11025,New York Minute,[35],"[""Comedy""]",1,success,New York Minute
11027,The Postman Always Rings Twice,"[80, 10749, 18, 53]","[""Crime"", ""Romance"", ""Drama"", ""Thriller""]",4,success,The Postman Always Rings Twice
11030,Zelig,[35],"[""Comedy""]",1,success,Zelig
11031,This Is Spinal Tap,"[35, 10402]","[""Comedy"", ""Music""]",2,success,This Is Spinal Tap
11033,Dressed to Kill,"[53, 9648, 27]","[""Thriller"", ""Mystery"", ""Horror""]",3,success,Dressed to Kill
11034,The Great Gatsby,"[18, 10749]","[""Drama"", ""Romance""]",2,success,The Great Gatsby
11035,Roma,"[35, 18]","[""Comedy"", ""Drama""]",2,success,Roma
11036,The Notebook,"[10749, 18]","[""Romance"", ""Drama""]",2,success,The Notebook
11037,Iron Eagle,[28],"[""Action""]",1,success,Iron Eagle
11040,Little Big Man,"[37, 35, 12, 18]","[""Western"", ""Comedy"", ""Adventure"", ""Drama""]",4,success,Little Big Man
11041,The Beverly Hillbillies,"[35, 10751]","[""Comedy"", ""Family""]",2,success,The Beverly Hillbillies
11042,The Barbarian Invasions,"[35, 18]","[""Comedy"", ""Drama""]",2,success,The Barbarian Invasions
11044,Arizona Dream,"[14, 35, 18, 10749]","[""Fantasy"", ""Comedy"", ""Drama"", ""Romance""]",4,success,Arizona Dream
11045,Taxi,"[28, 35, 53, 80]","[""Action"", ""Comedy"", ""Thriller"", ""Crime""]",4,success,Taxi
11046,Where Eagles Dare,"[12, 10752]","[""Adventure"", ""War""]",2,success,Where Eagles Dare
11047,Asterix the Gaul,"[10751, 16, 12, 35]","[""Family"", ""Animation"", ""Adventure"", ""Comedy""]",4,success,Asterix the Gaul
11049,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,"[16, 878, 10402, 12]","[""Animation"", ""Science Fiction"", ""Music"", ""Adventure""]",4,success,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem
11050,Terms of Endearment,"[18, 35]","[""Drama"", ""Comedy""]",2,success,Terms of Endearment
11051,The Last Temptation of Christ,[18],"[""Drama""]",1,success,The Last Temptation of Christ
11052,Yu-Gi-Oh! The Movie,"[16, 14, 28, 878]","[""Animation"", ""Fantasy"", ""Action"", ""Science Fiction""]",4,success,Yu-Gi-Oh! The Movie
11054,Hairspray,"[35, 10402, 10749]","[""Comedy"", ""Music"", ""Romance""]",3,success,Hairspray
11056,Darkness,[27],"[""Horror""]",1,success,Darkness
11060,Internal Affairs,"[80, 18]","[""Crime"", ""Drama""]",2,success,Internal Affairs
11062,City Hall,"[18, 53]","[""Drama"", ""Thriller""]",2,success,City Hall
11064,Brewster's Millions,[35],"[""Comedy""]",1,success,Brewster's Millions
11065,O,"[18, 10749, 53]","[""Drama"", ""Romance"", ""Thriller""]",3,success,O
11066,Boomerang,"[35, 10749]","[""Comedy"", ""Romance""]",2,success,Boomerang
11067,Major League II,[35],"[""Comedy""]",1,success,Major League II
11068,Singles,"[10749, 35, 18]","[""Romance"", ""Comedy"", ""Drama""]",3,success,Singles
11069,Tremors II: Aftershocks,"[35, 27, 878]","[""Comedy"", ""Horror"", ""Science Fiction""]",3,success,Tremors 2: Aftershocks
11071,Them!,"[878, 27]","[""Science Fiction"", ""Horror""]",2,success,Them!
11072,Blazing Saddles,"[37, 35]","[""Western"", ""Comedy""]",2,success,Blazing Saddles
11074,Striking Distance,"[80, 28, 9648, 53]","[""Crime"", ""Action"", ""Mystery"", ""Thriller""]",4,success,Striking Distance
11075,Audition,"[27, 18]","[""Horror"", ""Drama""]",2,success,Audition
11076,Fly Away Home,"[12, 18, 10751]","[""Adventure"", ""Drama"", ""Family""]",3,success,Fly Away Home
11077,Problem Child,"[35, 10751]","[""Comedy"", ""Family""]",2,success,Problem Child
11078,National Security,"[28, 35, 80]","[""Action"", ""Comedy"", ""Crime""]",3,success,National Security
11081,Taking Lives,[53],"[""Thriller""]",1,success,Taking Lives
11082,The Seventh Sign,"[27, 18, 53]","[""Horror"", ""Drama"", ""Thriller""]",3,success,The Seventh Sign
11085,Mutiny on the Bounty,"[12, 18, 36]","[""Adventure"", ""Drama"", ""History""]",3,success,Mutiny on the Bounty
11086,The Majestic,"[18, 10749]","[""Drama"", ""Romance""]",2,success,The Majestic
11087,The Hand That Rocks the Cradle,"[18, 53]","[""Drama"", ""Thriller""]",2,success,The Hand That Rocks the Cradle
11088,Heist,"[28, 80, 18, 53]","[""Action"", ""Crime"", ""Drama"", ""Thriller""]",4,success,Heist
11091,Riding in Cars with Boys,"[18, 35]","[""Drama"", ""Comedy""]",2,success,Riding in Cars with Boys
11092,Presumed Innocent,"[9648, 80, 53]","[""Mystery"", ""Crime"", ""Thriller""]",3,success,Presumed Innocent
11093,House of Sand and Fog,[18],"[""Drama""]",1,success,House of Sand and Fog
11096,Hide and Seek,"[27, 9648]","[""Horror"", ""Mystery""]",2,success,Hide and Seek
11099,The Final Cut,"[18, 9648, 878, 53]","[""Drama"", ""Mystery"", ""Science Fiction"", ""Thriller""]",4,success,The Final Cut
11101,Stalingrad,"[18, 36, 10752]","[""Drama"", ""History"", ""War""]",3,success,Stalingrad
11104,Chungking Express,"[18, 35, 10749]","[""Drama"", ""Comedy"", ""Romance""]",3,success,Chungking Express
11109,Vera Drake,[18],"[""Drama""]",1,success,Vera Drake
11113,My Fair Lady,"[35, 10749]","[""Comedy"", ""Romance""]",2,success,My Fair Lady
11120,The Mosquito Coast,"[18, 12]","[""Drama"", ""Adventure""]",2,success,The Mosquito Coast
11121,Tess,"[18, 10749]","[""Drama"", ""Romance""]",2,success,Tess
11123,Earthquake,"[28, 18, 53]","[""Action"", ""Drama"", ""Thriller""]",3,success,Earthquake
11128,Ladder 49,"[18, 28, 53]","[""Drama"", ""Action"", ""Thriller""]",3,success,Ladder 49
11129,Human Traffic,"[35, 18]","[""Comedy"", ""Drama""]",2,success,Human Traffic
11130,The Princess Diaries 2: Royal Engagement,"[35, 18, 10751, 10749]","[""Comedy"", ""Drama"", ""Family"", ""Romance""]",4,success,The Princess Diaries 2: Royal Engagement
11132,Confessions of a Teenage Drama Queen,[35],"[""Comedy""]",1,success,Confessions of a Teenage Drama Queen
11133,Poltergeist II: The Other Side,"[27, 53]","[""Horror"", ""Thriller""]",2,success,Poltergeist II: The Other Side
11134,Police Story 3: Super Cop,"[28, 80, 53]","[""Action"", ""Crime"", ""Thriller""]",3,success,Police Story 3: Super Cop
11135,The Rescuers Down Under,"[16, 10751, 12, 28, 35]","[""Animation"", ""Family"", ""Adventure"", ""Action"", ""Comedy""]",5,success,The Rescuers Down Under
11137,The Prince & Me,"[35, 10749]","[""Comedy"", ""Romance""]",2,success,The Prince & Me
11141,Laws of Attraction,"[35, 10749]","[""Comedy"", ""Romance""]",2,success,Laws of Attraction
11144,They Called Him Bulldozer,"[28, 35]","[""Action"", ""Comedy""]",2,success,They Called Him Bulldozer
11148,XXY,[18],"[""Drama""]",1,success,XXY
11152,The Ruins,[27],"[""Horror""]",1,success,The Ruins
11153,National Lampoon's Vacation,"[35, 12]","[""Comedy"", ""Adventure""]",2,success,National Lampoon's Vacation
11156,Coco Before Chanel,"[18, 36]","[""Drama"", ""History""]",2,success,Coco Before Chanel
11157,She-Devil,[35],"[""Comedy""]",1,success,She-Devil
11159,Secrets & Lies,[18],"[""Drama""]",1,success,Secrets & Lies
11162,The Merchant of Venice,"[18, 10749]","[""Drama"", ""Romance""]",2,success,The Merchant of Venice
11163,Satyricon,"[18, 14]","[""Drama"", ""Fantasy""]",2,success,Satyricon
11164,D2: The Mighty Ducks,"[35, 28, 10751, 18]","[""Comedy"", ""Action"", ""Family"", ""Drama""]",4,success,D2: The Mighty Ducks
11165,Tora! Tora! Tora!,"[10752, 36, 18]","[""War"", ""History"", ""Drama""]",3,success,Tora! Tora! Tora!
11167,Peeping Tom,"[27, 53, 80]","[""Horror"", ""Thriller"", ""Crime""]",3,success,Peeping Tom
11169,Spartan,"[9648, 28, 18, 53, 80]","[""Mystery"", ""Action"", ""Drama"", ""Thriller"", ""Crime""]",5,success,Spartan
11170,We Are Marshall,"[18, 36]","[""Drama"", ""History""]",2,success,We Are Marshall
11171,Mysterious Skin,[18],"[""Drama""]",1,success,Mysterious Skin
11172,Music and Lyrics,"[35, 10402, 10749]","[""Comedy"", ""Music"", ""Romance""]",3,success,Music and Lyrics
11176,The Muppet Movie,"[10751, 35, 12]","[""Family"", ""Comedy"", ""Adventure""]",3,success,The Muppet Movie
11177,Mask,[18],"[""Drama""]",1,success,Mask
11178,My Sassy Girl,"[18, 35, 10749]","[""Drama"", ""Comedy"", ""Romance""]",3,success,My Sassy Girl
11183,French Fried Vacation,[35],"[""Comedy""]",1,success,French Fried Vacation
11184,Kinsey,[18],"[""Drama""]",1,success,Kinsey
11185,"See No Evil, Hear No Evil","[35, 80]","[""Comedy"", ""Crime""]",2,success,"See No Evil, Hear No Evil"
11186,Child's Play 2,[27],"[""Horror""]",1,success,Child's Play 2
11187,Child's Play 3,"[27, 53]","[""Horror"", ""Thriller""]",2,success,Child's Play 3
11190,The Return,"[18, 9648]","[""Drama"", ""Mystery""]",2,success,The Return
11191,Mystic Pizza,"[10749, 18, 35]","[""Romance"", ""Drama"", ""Comedy""]",3,success,Mystic Pizza
11197,Evil,[18],"[""Drama""]",1,success,Evil
11198,City Hunter,"[28, 12, 35, 10749]","[""Action"", ""Adventure"", ""Comedy"", ""Romance""]",4,success,City Hunter
11199,Wild Hogs,"[28, 12, 35]","[""Action"", ""Adventure"", ""Comedy""]",3,success,Wild Hogs
11202,Patton,"[10752, 18, 36]","[""War"", ""Drama"", ""History""]",3,success,Patton
11205,Wheels on Meals,"[10749, 28, 35, 80]","[""Romance"", ""Action"", ""Comedy"", ""Crime""]",4,success,Wheels on Meals
11206,Wait Until Dark,"[53, 27]","[""Thriller"", ""Horror""]",2,success,Wait Until Dark
11208,Wicker Park,"[18, 9648, 10749, 53]","[""Drama"", ""Mystery"", ""Romance"", ""Thriller""]",4,success,Wicker Park
11209,The Alamo,"[10752, 12, 36, 37]","[""War"", ""Adventure"", ""History"", ""Western""]",4,success,The Alamo
11211,Bring It On: All or Nothing,[35],"[""Comedy""]",1,success,Bring It On: All or Nothing
11212,Baby's Day Out,"[35, 12, 10751, 80]","[""Comedy"", ""Adventure"", ""Family"", ""Crime""]",4,success,Baby's Day Out
11215,Baby Boom,"[18, 35, 10749]","[""Drama"", ""Comedy"", ""Romance""]",3,success,Baby Boom
11216,Cinema Paradiso,"[18, 10749]","[""Drama"", ""Romance""]",2,success,Cinema Paradiso
11219,The Trouble with Harry,"[35, 9648]","[""Comedy"", ""Mystery""]",2,success,The Trouble with Harry
11220,Fallen Angels,"[28, 10749, 80]","[""Action"", ""Romance"", ""Crime""]",3,success,Fallen Angels
11222,The American Friend,"[18, 53, 80]","[""Drama"", ""Thriller"", ""Crime""]",3,success,The American Friend
11223,Coma,"[53, 9648, 27]","[""Thriller"", ""Mystery"", ""Horror""]",3,success,Coma
11224,Cinderella,"[10751, 14, 16, 10749]","[""Family"", ""Fantasy"", ""Animation"", ""Romance""]",4,success,Cinderella
11227,Angel-A,"[10749, 35, 18, 14]","[""Romance"", ""Comedy"", ""Drama"", ""Fantasy""]",4,success,Angel-A
11228,Daylight,"[28, 12, 53]","[""Action"", ""Adventure"", ""Thriller""]",3,success,Daylight
11229,Freeway,"[35, 80, 53, 18]","[""Comedy"", ""Crime"", ""Thriller"", ""Drama""]",4,success,Freeway
11230,Drunken Master,"[28, 35]","[""Action"", ""Comedy""]",2,success,Drunken Master
11232,Kate & Leopold,"[10749, 35, 14]","[""Romance"", ""Comedy"", ""Fantasy""]",3,success,Kate & Leopold
11234,The Omega Man,"[878, 28, 18, 53]","[""Science Fiction"", ""Action"", ""Drama"", ""Thriller""]",4,success,The Omega Man
11235,Local Hero,"[35, 18]","[""Comedy"", ""Drama""]",2,success,Local Hero
11236,The Secret Garden,"[18, 10751, 14]","[""Drama"", ""Family"", ""Fantasy""]",3,success,The Secret Garden
11238,Aladdin and the King of Thieves,"[12, 16, 10751]","[""Adventure"", ""Animation"", ""Family""]",3,success,Aladdin and the King of Thieves
11240,My Beautiful Laundrette,"[35, 18, 10749]","[""Comedy"", ""Drama"", ""Romance""]",3,success,My Beautiful Laundrette
11247,A Cinderella Story,"[35, 10751, 10749]","[""Comedy"", ""Family"", ""Romance""]",3,success,A Cinderella Story
11249,Seed of Chucky,"[27, 35]","[""Horror"", ""Comedy""]",2,success,Seed of Chucky
11253,Hellboy II: The Golden Army,"[14, 28]","[""Fantasy"", ""Action""]",2,success,Hellboy II: The Golden Army
11257,A Room with a View,"[18, 10749]","[""Drama"", ""Romance""]",2,success,A Room with a View
11258,Hard Rain,"[53, 80, 28]","[""Thriller"", ""Crime"", ""Action""]",3,success,Hard Rain
11259,Far and Away,"[12, 18, 10749, 37]","[""Adventure"", ""Drama"", ""Romance"", ""Western""]",4,success,Far and Away
11281,Halloween II,[27],"[""Horror""]",1,success,Halloween II
11282,Harold & Kumar Go to White Castle,"[35, 12]","[""Comedy"", ""Adventure""]",2,success,Harold & Kumar Go to White Castle
11283,Nanny McPhee,"[14, 35, 10751]","[""Fantasy"", ""Comedy"", ""Family""]",3,success,Nanny McPhee
11285,Cocoon: The Return,"[35, 878]","[""Comedy"", ""Science Fiction""]",2,success,Cocoon: The Return
11286,The Cannonball Run,"[28, 35, 10751]","[""Action"", ""Comedy"", ""Family""]",3,success,The Cannonball Run
11287,A League of Their Own,"[35, 18]","[""Comedy"", ""Drama""]",2,success,A League of Their Own
11293,Paper Moon,"[35, 80, 18]","[""Comedy"", ""Crime"", ""Drama""]",3,success,Paper Moon
11296,Birdy,"[18, 10752]","[""Drama"", ""War""]",2,success,Birdy
11298,The Howling,[27],"[""Horror""]",1,success,The Howling
11299,Cowboy Bebop: The Movie,"[28, 16, 878]","[""Action"", ""Animation"", ""Science Fiction""]",3,success,Cowboy Bebop: The Movie
11300,Something Wild,"[80, 35, 10749]","[""Crime"", ""Comedy"", ""Romance""]",3,success,Something Wild
11302,Bananas,[35],"[""Comedy""]",1,success,Bananas
11305,Mystery Train,[35],"[""Comedy""]",1,success,Mystery Train
11306,Extreme Measures,"[18, 53]","[""Drama"", ""Thriller""]",2,success,Extreme Measures
11307,The World According to Garp,"[18, 35]","[""Drama"", ""Comedy""]",2,success,The World According to Garp
11313,Hearts in Atlantis,[18],"[""Drama""]",1,success,Hearts in Atlantis
11317,My Girl 2,"[35, 10751]","[""Comedy"", ""Family""]",2,success,My Girl 2
11319,The Rescuers,"[14, 10751, 16, 12]","[""Fantasy"", ""Family"", ""Animation"", ""Adventure""]",4,success,The Rescuers
11321,Seven Pounds,[18],"[""Drama""]",1,success,Seven Pounds
11322,Public Enemies,"[80, 36, 18]","[""Crime"", ""History"", ""Drama""]",3,success,Public Enemies
11323,The Informant!,"[18, 35, 80]","[""Drama"", ""Comedy"", ""Crime""]",3,success,The Informant!
11324,Shutter Island,"[18, 53, 9648]","[""Drama"", ""Thriller"", ""Mystery""]",3,success,Shutter Island
11326,Tommy,"[18, 10402]","[""Drama"", ""Music""]",2,success,Tommy
11327,Midnight Express,"[18, 80]","[""Drama"", ""Crime""]",2,success,Midnight Express
11328,Pusher II,"[28, 80, 18]","[""Action"", ""Crime"", ""Drama""]",3,success,Pusher II
11329,Runaway Jury,"[18, 53]","[""Drama"", ""Thriller""]",2,success,Runaway Jury
11330,Pusher III,"[28, 53, 80]","[""Action"", ""Thriller"", ""Crime""]",3,success,Pusher III
11333,Super Fuzz,"[14, 28, 35, 878]","[""Fantasy"", ""Action"", ""Comedy"", ""Science Fiction""]",4,success,Super Fuzz
11335,Popeye,"[28, 12, 35, 10751]","[""Action"", ""Adventure"", ""Comedy"", ""Family""]",4,success,Popeye
11336,The Dead Zone,"[53, 27, 878]","[""Thriller"", ""Horror"", ""Science Fiction""]",3,success,The Dead Zone
11337,Stardust Memories,"[35, 18, 10749]","[""Comedy"", ""Drama"", ""Romance""]",3,success,Stardust Memories
11338,Into the Night,"[53, 35, 28, 80, 18, 10749]","[""Thriller"", ""Comedy"", ""Action"", ""Crime"", ""Drama"", ""Romance""]",6,success,Into the Night
11340,Banana Joe,"[28, 35]","[""Action"", ""Comedy""]",2,success,Banana Joe
11342,Warlock,"[27, 14, 28]","[""Horror"", ""Fantasy"", ""Action""]",3,success,Warlock
11344,A Bittersweet Life,"[28, 18, 80]","[""Action"", ""Drama"", ""Crime""]",3,success,A Bittersweet Life
11347,The Lair of the White Worm,"[27, 35]","[""Horror"", ""Comedy""]",2,success,The Lair of the White Worm
11348,Fragile,"[27, 53, 9648]","[""Horror"", ""Thriller"", ""Mystery""]",3,success,Fragile
11349,Cape Fear,"[53, 18, 80]","[""Thriller"", ""Drama"", ""Crime""]",3,success,Cape Fear
11351,Jeepers Creepers 2,[27],"[""Horror""]",1,success,Jeepers Creepers 2
11352,Always,"[10749, 14, 18]","[""Romance"", ""Fantasy"", ""Drama""]",3,success,Always
11353,Bowfinger,[35],"[""Comedy""]",1,success,Bowfinger
11355,Never Been Kissed,"[10749, 35, 18]","[""Romance"", ""Comedy"", ""Drama""]",3,success,Never Been Kissed
11356,The Odd Couple,[35],"[""Comedy""]",1,success,The Odd Couple
11357,Halloween 4: The Return of Michael Myers,"[27, 53]","[""Horror"", ""Thriller""]",2,success,Halloween 4: The Return of Michael Myers
11358,Walking Tall,"[12, 18, 28, 53]","[""Adventure"", ""Drama"", ""Action"", ""Thriller""]",4,success,Walking Tall
11359,The Indian in the Cupboard,"[12, 10751, 14]","[""Adventure"", ""Family"", ""Fantasy""]",3,success,The Indian in the Cupboard
11360,Dumbo,"[16, 10751]","[""Animation"", ""Family""]",2,success,Dumbo
11362,The Count of Monte Cristo,"[12, 18, 36]","[""Adventure"", ""Drama"", ""History""]",3,success,The Count of Monte Cristo
11364,Regarding Henry,"[10749, 18]","[""Romance"", ""Drama""]",2,success,Regarding Henry
11367,Odds and Evens,"[35, 80, 28]","[""Comedy"", ""Crime"", ""Action""]",3,success,Odds and Evens
11368,Blood Simple,"[80, 18, 53]","[""Crime"", ""Drama"", ""Thriller""]",3,success,Blood Simple
11371,The Score,"[28, 80, 53, 9648, 18]","[""Action"", ""Crime"", ""Thriller"", ""Mystery"", ""Drama""]",5,success,The Score
11372,The Eagle Has Landed,"[12, 18, 28, 53, 10752]","[""Adventure"", ""Drama"", ""Action"", ""Thriller"", ""War""]",5,success,The Eagle Has Landed
11374,EDtv,[35],"[""Comedy""]",1,success,EDtv
11377,House on Haunted Hill,[27],"[""Horror""]",1,success,House on Haunted Hill
11379,The Adventures of Buckaroo Banzai Across the 8th Dimension,"[878, 35, 12, 10749]","[""Science Fiction"", ""Comedy"", ""Adventure"", ""Romance""]",4,success,The Adventures of Buckaroo Banzai Across the 8th Dimension
11381,Tommy Boy,[35],"[""Comedy""]",1,success,Tommy Boy
11382,Bullets Over Broadway,"[35, 80]","[""Comedy"", ""Crime""]",2,success,Bullets Over Broadway
11384,The Hard Way,"[28, 35, 80]","[""Action"", ""Comedy"", ""Crime""]",3,success,The Hard Way
11386,The Crying Game,"[80, 18, 53]","[""Crime"", ""Drama"", ""Thriller""]",3,success,The Crying Game
11393,The Natural,[18],"[""Drama""]",1,success,The Natural
